Temp,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Millis
27.27,0.06445,-0.03027,1.00049,0.12207,-0.36621,-0.06104,6613
27.30,0.06396,-0.03027,1.00049,0.06104,-0.33569,-0.03052,6618
27.30,0.06396,-0.03027,1.00049,0.09155,-0.42725,0.00000,6624
27.31,0.06445,-0.03076,1.00049,0.09155,-0.33569,-0.03052,6629
27.32,0.06445,-0.03076,1.00049,0.06104,-0.39673,-0.09155,6634
27.32,0.06445,-0.03125,1.00000,0.03052,-0.39673,-0.03052,6640
27.28,0.06445,-0.03125,1.00000,0.00000,-0.15259,0.00000,6645
27.28,0.06494,-0.03125,1.00049,0.09155,-0.27466,-0.21362,6651
27.33,0.06592,-0.03076,1.00049,0.12207,-0.33569,-0.06104,6656
27.33,0.06592,-0.03076,1.00049,0.18311,-0.24414,0.00000,6662
27.32,0.06592,-0.03076,1.00000,0.06104,-0.27466,-0.09155,6667
27.32,0.06592,-0.03076,1.00000,0.00000,-0.24414,-0.09155,6673
27.28,0.06494,-0.03076,1.00098,0.06104,-0.18311,-0.06104,6678
27.28,0.06494,-0.03076,1.00098,0.06104,-0.33569,-0.15259,6684
27.36,0.06494,-0.03076,1.00146,0.03052,-0.27466,-0.09155,6689
27.30,0.06494,-0.03076,1.00146,-0.03052,-0.27466,0.00000,6694
27.30,0.06494,-0.02979,1.00195,0.09155,-0.36621,0.00000,6700
27.33,0.06494,-0.02979,1.00195,0.15259,-0.30518,-0.06104,6705
27.33,0.06494,-0.02930,1.00293,0.00000,-0.24414,-0.18311,6711
27.33,0.06494,-0.02979,1.00293,0.12207,-0.27466,-0.15259,6716
27.33,0.06494,-0.02979,1.00293,0.18311,-0.27466,0.00000,6722
27.31,0.06445,-0.03076,1.00146,0.06104,-0.21362,-0.09155,6727
27.31,0.06445,-0.03076,1.00146,0.18311,-0.30518,-0.06104,6733
27.31,0.06445,-0.03174,1.00049,0.12207,-0.30518,-0.12207,6738
27.31,0.06445,-0.03174,1.00049,0.12207,-0.30518,-0.06104,6743
27.33,0.06396,-0.03174,1.00000,0.06104,-0.33569,-0.06104,6749
27.31,0.06396,-0.03174,1.00000,0.00000,-0.27466,-0.09155,6754
27.31,0.06348,-0.03174,1.00000,0.03052,-0.30518,-0.06104,6760
27.31,0.06348,-0.03076,1.00000,0.12207,-0.27466,-0.03052,6765
27.31,0.06348,-0.03076,1.00000,0.03052,-0.27466,0.00000,6771
27.35,0.06396,-0.03027,0.99951,0.09155,-0.33569,0.00000,6776
27.35,0.06396,-0.03027,0.99951,0.03052,-0.33569,-0.06104,6782
27.32,0.06445,-0.03027,1.00049,0.06104,-0.30518,0.00000,6787
27.32,0.06445,-0.03027,1.00049,-0.03052,-0.33569,-0.06104,6792
27.33,0.06445,-0.03076,1.00195,0.06104,-0.30518,0.06104,6798
27.33,0.06445,-0.03076,1.00195,0.12207,-0.36621,0.03052,6803
27.31,0.06494,-0.03125,1.00244,0.00000,-0.33569,-0.12207,6809
27.34,0.06494,-0.03125,1.00244,0.15259,-0.30518,-0.06104,6814
27.34,0.06543,-0.03125,1.00195,0.09155,-0.33569,-0.09155,6820
27.30,0.06494,-0.03076,1.00146,0.03052,-0.30518,-0.06104,6825
27.30,0.06494,-0.03076,1.00146,0.09155,-0.27466,0.03052,6831
27.29,0.06445,-0.03027,1.00195,0.03052,-0.24414,-0.12207,6836
27.29,0.06445,-0.03027,1.00195,0.03052,-0.27466,-0.15259,6841
27.31,0.06494,-0.02979,1.00195,0.12207,-0.21362,-0.06104,6847
27.31,0.06494,-0.02979,1.00195,0.15259,-0.24414,-0.15259,6852
27.34,0.06494,-0.03027,1.00195,0.06104,-0.30518,-0.06104,6858
27.32,0.06494,-0.03027,1.00195,0.00000,-0.21362,-0.12207,6863
27.32,0.06592,-0.03027,1.00146,0.06104,-0.33569,-0.15259,6869
27.33,0.06592,-0.03027,1.00146,0.06104,-0.36621,-0.06104,6874
27.33,0.06592,-0.03027,1.00000,0.09155,-0.24414,-0.09155,6880
27.34,0.06494,-0.03076,0.99951,0.06104,-0.27466,-0.09155,6885
27.34,0.06494,-0.03076,0.99951,0.06104,-0.30518,-0.06104,6891
27.33,0.06494,-0.03076,1.00000,0.12207,-0.30518,-0.06104,6896
27.33,0.06494,-0.03076,1.00000,0.18311,-0.30518,-0.09155,6902
27.34,0.06494,-0.03027,1.00098,0.03052,-0.36621,0.03052,6907
27.34,0.06494,-0.03027,1.00098,0.15259,-0.33569,-0.09155,6912
27.32,0.06445,-0.03076,1.00146,0.09155,-0.24414,0.00000,6918
27.34,0.06445,-0.03076,1.00146,0.06104,-0.33569,0.03052,6923
27.34,0.06494,-0.03174,1.00195,0.06104,-0.30518,-0.03052,6929
27.32,0.06494,-0.03174,1.00195,0.18311,-0.36621,-0.15259,6934
27.32,0.06543,-0.03223,1.00293,0.09155,-0.27466,-0.12207,6939
27.32,0.06494,-0.03174,1.00342,0.03052,-0.33569,0.00000,6945
27.32,0.06494,-0.03174,1.00342,-0.03052,-0.30518,0.00000,6950
27.31,0.06445,-0.03076,1.00244,0.00000,-0.24414,-0.18311,6956
27.31,0.06445,-0.03076,1.00244,0.12207,-0.30518,-0.06104,6961
27.32,0.06445,-0.02979,1.00098,0.12207,-0.30518,-0.03052,6967
27.32,0.06445,-0.02979,1.00098,-0.12207,-0.33569,-0.12207,6972
27.33,0.06494,-0.02979,1.00000,-0.09155,-0.30518,-0.15259,6978
27.33,0.06494,-0.02979,1.00000,0.09155,-0.33569,-0.03052,6983
27.33,0.06543,-0.03027,0.99951,0.06104,-0.27466,-0.06104,6989
27.32,0.06543,-0.03027,0.99951,0.15259,-0.39673,-0.09155,6994
27.32,0.06494,-0.03125,0.99951,0.03052,-0.33569,-0.12207,7000
27.30,0.06396,-0.03125,1.00000,0.00000,-0.27466,-0.15259,7005
27.30,0.06396,-0.03125,1.00000,0.06104,-0.30518,-0.09155,7011
27.35,0.06348,-0.03027,1.00000,0.12207,-0.30518,-0.06104,7016
27.35,0.06348,-0.03027,1.00000,0.03052,-0.33569,-0.12207,7022
27.30,0.06396,-0.03027,1.00049,-0.03052,-0.33569,-0.15259,7027
27.33,0.06396,-0.03027,1.00049,0.03052,-0.33569,-0.12207,7033
27.33,0.06445,-0.03076,1.00244,0.09155,-0.30518,-0.06104,7038
27.34,0.06445,-0.03076,1.00244,0.21362,-0.27466,-0.09155,7044
27.34,0.06543,-0.03125,1.00293,0.12207,-0.21362,0.00000,7049
27.34,0.06641,-0.03125,1.00342,-0.06104,-0.30518,-0.18311,7054
27.34,0.06641,-0.03125,1.00342,0.12207,-0.24414,-0.18311,7060
27.34,0.06592,-0.03076,1.00244,0.06104,-0.27466,-0.09155,7065
27.34,0.06592,-0.03076,1.00244,0.06104,-0.36621,-0.06104,7071
27.33,0.06543,-0.03027,1.00098,0.09155,-0.27466,0.00000,7076
27.33,0.06543,-0.03027,1.00098,0.03052,-0.24414,-0.12207,7082
27.32,0.06543,-0.03027,1.00098,-0.03052,-0.15259,-0.06104,7087
27.36,0.06543,-0.03027,1.00098,0.03052,-0.30518,0.06104,7093
27.36,0.06494,-0.03076,1.00049,0.09155,-0.30518,-0.12207,7098
27.32,0.06494,-0.03076,1.00049,0.09155,-0.42725,-0.24414,7104
27.32,0.06445,-0.03076,0.99951,0.09155,-0.27466,-0.18311,7109
27.31,0.06396,-0.03027,0.99854,0.03052,-0.24414,-0.06104,7114
27.31,0.06396,-0.03027,0.99854,0.06104,-0.30518,0.00000,7120
27.35,0.06348,-0.03027,0.99902,0.15259,-0.27466,0.00000,7125
27.35,0.06348,-0.03027,0.99902,0.03052,-0.39673,-0.03052,7131
27.34,0.06445,-0.03076,1.00098,0.06104,-0.30518,0.00000,7136
27.34,0.06445,-0.03076,1.00098,0.00000,-0.21362,0.00000,7142
27.35,0.06494,-0.03125,1.00293,0.12207,-0.27466,0.03052,7147
27.36,0.06494,-0.03125,1.00293,0.03052,-0.24414,-0.03052,7152
27.36,0.06494,-0.03076,1.00342,0.00000,-0.18311,-0.03052,7158
27.31,0.06494,-0.03076,1.00342,-0.03052,-0.27466,-0.18311,7163
27.31,0.06445,-0.03027,1.00342,0.06104,-0.36621,-0.03052,7169
27.34,0.06445,-0.03027,1.00195,0.06104,-0.30518,-0.12207,7174
27.34,0.06445,-0.03027,1.00195,0.03052,-0.24414,0.03052,7180
27.34,0.06543,-0.03076,1.00000,0.06104,-0.33569,0.06104,7185
27.34,0.06543,-0.03076,1.00000,0.03052,-0.27466,-0.18311,7190
27.33,0.06592,-0.03125,0.99951,0.00000,-0.42725,-0.06104,7196
27.33,0.06592,-0.03125,0.99951,0.06104,-0.30518,0.03052,7201
27.34,0.06543,-0.03076,0.99902,0.09155,-0.24414,-0.09155,7207
27.36,0.06543,-0.03076,0.99902,0.12207,-0.24414,-0.06104,7212
27.36,0.06592,-0.03076,0.99902,-0.06104,-0.24414,-0.06104,7218
27.36,0.06592,-0.03076,1.00000,0.09155,-0.45776,-0.12207,7223
27.36,0.06592,-0.03076,1.00000,0.06104,-0.36621,-0.09155,7229
27.34,0.06543,-0.03076,1.00098,0.12207,-0.27466,-0.09155,7234
27.34,0.06543,-0.03076,1.00098,0.09155,-0.36621,-0.03052,7240
27.35,0.06543,-0.03125,1.00146,0.03052,-0.39673,-0.09155,7245
27.35,0.06543,-0.03125,1.00146,0.09155,-0.33569,0.00000,7251
27.36,0.06396,-0.03125,1.00146,0.09155,-0.36621,0.06104,7256
27.34,0.06396,-0.03125,1.00146,0.09155,-0.36621,-0.06104,7261
27.34,0.06348,-0.03125,1.00244,0.09155,-0.33569,-0.15259,7267
27.31,0.06348,-0.03125,1.00244,0.03052,-0.24414,-0.21362,7272
27.31,0.06445,-0.03076,1.00244,-0.06104,-0.21362,-0.06104,7278
27.33,0.06543,-0.03076,1.00195,0.09155,-0.33569,-0.12207,7283
27.33,0.06543,-0.03076,1.00195,0.12207,-0.21362,-0.12207,7289
27.33,0.06494,-0.03027,1.00195,0.00000,-0.27466,0.00000,7294
27.33,0.06494,-0.03027,1.00195,-0.03052,-0.39673,-0.09155,7300
27.37,0.06445,-0.03027,1.00195,-0.03052,-0.21362,-0.06104,7305
27.37,0.06445,-0.03027,1.00195,0.15259,-0.30518,-0.12207,7311
27.34,0.06396,-0.02979,1.00195,0.09155,-0.27466,-0.09155,7316
27.37,0.06396,-0.02979,1.00195,0.06104,-0.24414,-0.12207,7322
27.37,0.06494,-0.03027,1.00098,0.09155,-0.30518,-0.15259,7327
27.37,0.06494,-0.03027,1.00098,0.15259,-0.30518,0.00000,7333
27.37,0.06494,-0.03125,1.00049,0.15259,-0.39673,0.03052,7338
27.37,0.06543,-0.03125,1.00098,0.00000,-0.33569,-0.06104,7343
27.37,0.06543,-0.03125,1.00098,0.15259,-0.21362,0.03052,7349
27.35,0.06592,-0.03125,1.00098,-0.03052,-0.27466,-0.06104,7354
27.35,0.06592,-0.03125,1.00098,0.00000,-0.39673,-0.12207,7360
27.33,0.06543,-0.03076,1.00146,0.12207,-0.33569,-0.09155,7365
27.33,0.06543,-0.03076,1.00146,0.03052,-0.24414,0.03052,7371
27.39,0.06445,-0.02979,1.00244,0.15259,-0.24414,-0.03052,7376
27.36,0.06445,-0.02979,1.00244,0.09155,-0.36621,-0.03052,7382
27.36,0.06396,-0.03027,1.00293,0.06104,-0.42725,-0.03052,7387
27.36,0.06396,-0.03027,1.00293,0.00000,-0.30518,-0.12207,7392
27.36,0.06445,-0.03125,1.00293,0.18311,-0.24414,-0.03052,7398
27.34,0.06396,-0.03223,1.00244,0.03052,-0.33569,-0.09155,7403
27.34,0.06396,-0.03223,1.00244,0.06104,-0.21362,-0.06104,7409
27.34,0.06396,-0.03174,1.00244,0.06104,-0.36621,-0.09155,7414
27.34,0.06396,-0.03174,1.00244,0.12207,-0.33569,0.00000,7420
27.38,0.06396,-0.03027,1.00098,0.09155,-0.30518,0.00000,7425
27.37,0.06396,-0.03027,1.00098,0.15259,-0.27466,-0.12207,7431
27.37,0.06445,-0.03027,1.00049,0.09155,-0.24414,-0.09155,7436
27.35,0.06445,-0.03027,1.00049,0.00000,-0.21362,-0.09155,7441
27.35,0.06445,-0.03027,1.00146,0.09155,-0.27466,-0.03052,7447
27.35,0.06396,-0.03076,1.00195,0.00000,-0.39673,-0.03052,7452
27.35,0.06396,-0.03076,1.00195,0.03052,-0.30518,-0.06104,7458
27.37,0.06445,-0.03076,1.00195,0.12207,-0.30518,-0.12207,7463
27.37,0.06445,-0.03076,1.00195,0.09155,-0.30518,-0.06104,7469
27.38,0.06445,-0.03076,1.00195,0.12207,-0.33569,0.06104,7474
27.38,0.06445,-0.03076,1.00195,0.03052,-0.33569,-0.12207,7480
27.38,0.06396,-0.03027,1.00195,0.09155,-0.36621,-0.12207,7485
27.38,0.06396,-0.03027,1.00195,0.00000,-0.27466,0.00000,7491
27.38,0.06396,-0.02979,1.00146,0.03052,-0.12207,0.00000,7496
27.34,0.06396,-0.02979,1.00146,0.03052,-0.33569,-0.12207,7501
27.34,0.06445,-0.03027,1.00146,0.03052,-0.33569,-0.18311,7507
27.37,0.06494,-0.03125,1.00146,0.06104,-0.21362,-0.15259,7512
27.37,0.06494,-0.03125,1.00146,0.06104,-0.21362,-0.09155,7518
27.36,0.06494,-0.03125,1.00146,0.03052,-0.21362,0.00000,7523
27.36,0.06494,-0.03125,1.00146,0.00000,-0.21362,-0.12207,7529
27.34,0.06494,-0.03125,1.00000,0.03052,-0.36621,-0.15259,7534
27.34,0.06494,-0.03125,1.00000,0.00000,-0.36621,-0.06104,7539
27.35,0.06543,-0.03125,1.00000,0.00000,-0.39673,-0.06104,7545
27.34,0.06543,-0.03125,1.00000,0.15259,-0.30518,-0.12207,7550
27.34,0.06494,-0.03076,1.00049,0.06104,-0.30518,-0.09155,7556
27.35,0.06494,-0.03076,1.00049,0.03052,-0.27466,-0.24414,7561
27.35,0.06445,-0.03076,1.00195,0.03052,-0.27466,-0.06104,7567
27.36,0.06445,-0.03027,1.00195,0.03052,-0.30518,-0.09155,7572
27.36,0.06445,-0.03027,1.00195,0.18311,-0.27466,0.00000,7578
27.36,0.06494,-0.02930,1.00146,0.06104,-0.33569,-0.06104,7583
27.36,0.06494,-0.02930,1.00146,0.06104,-0.42725,-0.09155,7589
27.38,0.06543,-0.02979,1.00146,0.09155,-0.21362,-0.03052,7594
27.38,0.06543,-0.02979,1.00146,0.03052,-0.42725,-0.06104,7599
27.36,0.06543,-0.03027,1.00244,0.06104,-0.24414,-0.06104,7605
27.39,0.06543,-0.03027,1.00244,0.06104,-0.24414,-0.12207,7610
27.39,0.06445,-0.03076,1.00244,0.00000,-0.24414,-0.12207,7616
27.38,0.06445,-0.03076,1.00244,0.09155,-0.33569,0.00000,7621
27.38,0.06494,-0.03125,1.00244,0.03052,-0.33569,-0.06104,7627
27.37,0.06494,-0.03174,1.00244,0.00000,-0.24414,-0.09155,7632
27.37,0.06494,-0.03174,1.00244,-0.03052,-0.21362,0.03052,7638
27.36,0.06494,-0.03174,1.00146,0.00000,-0.27466,-0.06104,7643
27.36,0.06494,-0.03174,1.00146,0.12207,-0.24414,-0.18311,7649
27.34,0.06543,-0.03125,1.00049,-0.03052,-0.30518,-0.03052,7654
27.38,0.06543,-0.03125,1.00049,0.09155,-0.33569,-0.06104,7660
27.38,0.06543,-0.03174,1.00049,0.18311,-0.30518,-0.06104,7665
27.37,0.06543,-0.03174,1.00049,0.15259,-0.36621,-0.06104,7671
27.37,0.06494,-0.03125,1.00098,0.15259,-0.27466,-0.21362,7676
27.36,0.06445,-0.03076,1.00049,0.09155,-0.30518,-0.06104,7681
27.36,0.06445,-0.03076,1.00049,0.09155,-0.33569,-0.03052,7687
27.36,0.06494,-0.03027,1.00049,0.09155,-0.36621,-0.09155,7692
27.36,0.06494,-0.03027,1.00049,0.00000,-0.24414,-0.06104,7698
27.36,0.06445,-0.03076,1.00146,0.06104,-0.33569,-0.12207,7703
27.36,0.06445,-0.03076,1.00146,0.03052,-0.30518,-0.12207,7709
27.35,0.06494,-0.03076,1.00293,0.03052,-0.21362,-0.12207,7714
27.34,0.06494,-0.03076,1.00293,0.12207,-0.30518,-0.06104,7720
