Temp,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Millis
27.29,0.08740,-0.02881,0.99951,0.06104,-0.33569,-0.09155,10792
27.26,0.08789,-0.02930,1.00049,0.15259,-0.24414,-0.06104,10797
27.29,0.08789,-0.02930,1.00049,0.15259,-0.24414,0.00000,10803
27.29,0.08789,-0.02930,1.00146,0.12207,-0.30518,-0.03052,10808
27.27,0.08789,-0.02930,1.00146,0.00000,-0.30518,-0.12207,10814
27.27,0.08740,-0.02881,1.00098,0.09155,-0.30518,-0.15259,10819
27.26,0.08691,-0.02783,1.00000,0.06104,-0.24414,-0.12207,10825
27.26,0.08691,-0.02783,1.00000,0.00000,-0.24414,0.09155,10831
27.29,0.08643,-0.02783,0.99951,0.00000,-0.24414,0.09155,10836
27.29,0.08643,-0.02783,0.99951,0.12207,-0.33569,-0.09155,10841
27.29,0.08643,-0.02832,0.99951,0.00000,-0.21362,-0.09155,10847
27.26,0.08643,-0.02832,0.99951,0.09155,-0.33569,-0.03052,10853
27.26,0.08594,-0.02832,0.99902,0.12207,-0.27466,-0.15259,10858
27.24,0.08594,-0.02832,0.99902,0.09155,-0.30518,-0.06104,10864
27.24,0.08643,-0.02832,0.99902,0.15259,-0.30518,-0.09155,10869
27.28,0.08643,-0.02783,1.00000,0.00000,-0.21362,-0.09155,10875
27.28,0.08643,-0.02783,1.00000,-0.06104,-0.33569,-0.06104,10880
27.31,0.08643,-0.02734,1.00049,-0.03052,-0.33569,-0.03052,10886
27.31,0.08643,-0.02734,1.00049,0.06104,-0.18311,-0.09155,10892
27.29,0.08594,-0.02734,1.00000,0.09155,-0.30518,-0.09155,10897
27.28,0.08594,-0.02734,1.00000,0.03052,-0.18311,-0.06104,10903
27.28,0.08545,-0.02832,0.99951,0.00000,-0.33569,-0.09155,10908
27.30,0.08545,-0.02881,0.99902,0.03052,-0.21362,-0.09155,10914
27.30,0.08545,-0.02881,0.99902,0.03052,-0.27466,-0.09155,10919
27.28,0.08594,-0.02930,0.99951,0.12207,-0.24414,-0.18311,10925
27.28,0.08594,-0.02930,0.99951,0.03052,-0.27466,-0.09155,10930
27.33,0.08643,-0.02881,1.00000,-0.06104,-0.27466,-0.12207,10936
27.33,0.08643,-0.02881,1.00000,0.12207,-0.39673,-0.12207,10942
27.31,0.08691,-0.02832,1.00049,0.12207,-0.30518,-0.03052,10947
27.31,0.08691,-0.02832,1.00049,0.06104,-0.18311,-0.09155,10953
27.31,0.08691,-0.02734,1.00000,0.06104,-0.36621,-0.12207,10958
27.27,0.08594,-0.02783,0.99854,0.06104,-0.27466,-0.09155,10964
27.27,0.08594,-0.02783,0.99854,0.12207,-0.27466,-0.06104,10969
27.31,0.08545,-0.02881,0.99805,0.15259,-0.18311,0.03052,10975
27.31,0.08545,-0.02881,0.99805,0.15259,-0.24414,-0.09155,10980
27.27,0.08545,-0.02930,0.99951,0.09155,-0.33569,-0.15259,10986
27.27,0.08545,-0.02930,0.99951,0.06104,-0.36621,-0.09155,10992
27.27,0.08594,-0.02832,1.00049,0.00000,-0.18311,-0.18311,10997
27.28,0.08594,-0.02832,1.00049,0.09155,-0.33569,-0.09155,11003
27.28,0.08594,-0.02783,1.00049,0.06104,-0.24414,0.03052,11008
27.29,0.08643,-0.02832,1.00098,0.00000,-0.21362,-0.03052,11014
27.29,0.08643,-0.02832,1.00098,0.06104,-0.27466,-0.09155,11019
27.31,0.08691,-0.02881,1.00146,0.03052,-0.33569,-0.03052,11025
27.31,0.08691,-0.02881,1.00146,-0.03052,-0.21362,0.03052,11030
27.29,0.08740,-0.02881,1.00098,0.12207,-0.21362,0.03052,11036
27.29,0.08740,-0.02881,1.00098,0.12207,-0.36621,0.03052,11041
27.29,0.08594,-0.02832,1.00049,0.00000,-0.33569,0.00000,11047
27.31,0.08594,-0.02832,1.00049,0.00000,-0.30518,-0.15259,11052
27.31,0.08594,-0.02783,0.99951,0.12207,-0.30518,-0.09155,11058
27.30,0.08643,-0.02783,0.99902,0.12207,-0.27466,-0.21362,11063
27.30,0.08643,-0.02783,0.99902,0.12207,-0.21362,0.03052,11069
27.27,0.08643,-0.02881,0.99902,0.03052,-0.21362,0.00000,11074
27.27,0.08643,-0.02881,0.99902,0.15259,-0.30518,-0.15259,11080
27.31,0.08594,-0.02930,0.99902,0.03052,-0.33569,-0.09155,11085
27.31,0.08594,-0.02930,0.99902,0.00000,-0.30518,0.00000,11091
27.29,0.08643,-0.02930,0.99951,0.12207,-0.24414,-0.09155,11096
27.28,0.08643,-0.02930,0.99951,0.12207,-0.27466,-0.06104,11102
27.28,0.08740,-0.02881,0.99902,0.00000,-0.30518,0.03052,11108
27.28,0.08789,-0.02783,0.99951,0.09155,-0.18311,-0.03052,11113
27.28,0.08789,-0.02783,0.99951,0.15259,-0.18311,-0.03052,11119
27.33,0.08740,-0.02783,1.00049,0.15259,-0.24414,-0.06104,11124
27.33,0.08740,-0.02783,1.00049,0.09155,-0.30518,-0.15259,11130
27.29,0.08691,-0.02832,1.00098,0.00000,-0.24414,-0.06104,11135
27.29,0.08691,-0.02832,1.00098,0.12207,-0.27466,-0.09155,11141
27.28,0.08691,-0.02832,1.00098,0.06104,-0.33569,-0.06104,11146
27.26,0.08691,-0.02832,1.00098,0.18311,-0.24414,-0.12207,11152
27.26,0.08691,-0.02832,1.00000,0.06104,-0.27466,-0.21362,11157
27.34,0.08643,-0.02832,0.99902,0.03052,-0.36621,-0.15259,11163
27.34,0.08643,-0.02832,0.99902,-0.09155,-0.24414,-0.15259,11168
27.29,0.08691,-0.02783,0.99902,0.00000,-0.33569,-0.12207,11174
27.29,0.08691,-0.02783,0.99902,0.15259,-0.33569,-0.03052,11180
27.32,0.08691,-0.02734,0.99902,0.03052,-0.27466,-0.06104,11185
27.31,0.08691,-0.02734,0.99902,0.09155,-0.24414,-0.03052,11191
27.31,0.08594,-0.02783,1.00000,0.15259,-0.30518,-0.12207,11196
27.33,0.08594,-0.02783,1.00000,0.12207,-0.33569,-0.03052,11202
27.33,0.08594,-0.02881,1.00049,0.03052,-0.27466,-0.06104,11207
27.27,0.08594,-0.02881,1.00049,0.12207,-0.33569,0.06104,11213
27.27,0.08594,-0.02881,1.00049,0.03052,-0.33569,-0.06104,11218
27.31,0.08643,-0.02832,1.00049,0.06104,-0.27466,-0.06104,11224
27.31,0.08643,-0.02832,1.00049,0.03052,-0.24414,-0.03052,11230
27.29,0.08691,-0.02783,1.00049,0.09155,-0.30518,-0.06104,11235
27.28,0.08691,-0.02783,1.00049,0.12207,-0.21362,-0.15259,11241
27.28,0.08740,-0.02734,1.00049,-0.06104,-0.24414,-0.09155,11246
27.31,0.08740,-0.02734,1.00049,-0.03052,-0.27466,0.06104,11252
27.31,0.08691,-0.02734,1.00000,0.12207,-0.21362,-0.15259,11257
27.29,0.08691,-0.02734,0.99902,0.06104,-0.30518,-0.06104,11263
27.29,0.08691,-0.02734,0.99902,0.03052,-0.36621,-0.18311,11269
27.35,0.08740,-0.02832,0.99902,-0.03052,-0.30518,-0.09155,11274
27.35,0.08740,-0.02832,0.99902,0.06104,-0.24414,-0.09155,11280
27.30,0.08691,-0.02881,0.99951,-0.06104,-0.21362,-0.06104,11285
27.33,0.08691,-0.02881,0.99951,0.15259,-0.30518,-0.09155,11291
27.33,0.08643,-0.02881,0.99902,0.03052,-0.30518,-0.09155,11296
27.31,0.08643,-0.02832,0.99902,-0.03052,-0.27466,-0.12207,11302
27.31,0.08643,-0.02832,0.99902,0.06104,-0.21362,-0.12207,11308
27.33,0.08643,-0.02783,1.00000,0.03052,-0.27466,-0.12207,11313
27.33,0.08643,-0.02783,1.00000,0.06104,-0.30518,-0.09155,11319
27.30,0.08643,-0.02832,1.00049,0.06104,-0.21362,-0.12207,11324
27.30,0.08643,-0.02832,1.00049,0.12207,-0.36621,-0.12207,11330
27.31,0.08691,-0.02881,1.00000,0.09155,-0.18311,-0.09155,11335
27.31,0.08691,-0.02881,1.00000,-0.03052,-0.30518,-0.06104,11341
27.31,0.08691,-0.02930,1.00000,0.09155,-0.33569,-0.03052,11347
27.36,0.08594,-0.02881,1.00000,0.09155,-0.30518,0.00000,11352
27.36,0.08594,-0.02881,1.00000,0.00000,-0.27466,-0.15259,11358
27.32,0.08643,-0.02881,1.00000,0.06104,-0.21362,-0.12207,11363
27.32,0.08643,-0.02881,1.00000,0.12207,-0.33569,-0.06104,11369
27.32,0.08691,-0.02930,0.99951,0.09155,-0.15259,-0.03052,11374
27.32,0.08691,-0.02930,0.99951,0.06104,-0.21362,-0.03052,11380
27.31,0.08691,-0.02881,0.99902,-0.09155,-0.33569,-0.21362,11385
27.30,0.08691,-0.02881,0.99902,0.03052,-0.30518,-0.06104,11391
27.30,0.08691,-0.02783,0.99902,-0.03052,-0.24414,-0.09155,11397
27.32,0.08643,-0.02783,0.99951,0.00000,-0.12207,-0.15259,11402
27.32,0.08643,-0.02783,0.99951,-0.03052,-0.18311,-0.18311,11408
27.28,0.08594,-0.02783,0.99951,0.00000,-0.30518,-0.09155,11413
27.28,0.08594,-0.02783,0.99951,0.06104,-0.33569,0.00000,11419
27.30,0.08643,-0.02832,0.99902,0.18311,-0.33569,-0.03052,11424
27.35,0.08643,-0.02832,0.99902,0.03052,-0.27466,-0.09155,11430
27.35,0.08643,-0.02881,0.99854,-0.09155,-0.33569,-0.09155,11436
27.34,0.08643,-0.02881,0.99854,0.06104,-0.39673,-0.03052,11441
27.34,0.08740,-0.02930,0.99902,0.12207,-0.30518,-0.09155,11447
27.32,0.08740,-0.02930,1.00000,0.18311,-0.30518,-0.09155,11452
27.32,0.08740,-0.02930,1.00000,0.09155,-0.33569,-0.03052,11458
27.30,0.08545,-0.02832,1.00049,0.03052,-0.30518,-0.06104,11463
27.30,0.08545,-0.02832,1.00049,0.03052,-0.24414,-0.09155,11469
27.31,0.08447,-0.02783,1.00000,0.15259,-0.24414,-0.03052,11474
27.31,0.08447,-0.02783,1.00000,0.09155,-0.24414,-0.09155,11480
27.31,0.08545,-0.02881,0.99951,0.06104,-0.39673,-0.03052,11486
27.33,0.08740,-0.02881,1.00000,0.06104,-0.30518,-0.09155,11491
27.33,0.08740,-0.02881,1.00000,0.09155,-0.27466,-0.03052,11497
27.36,0.08740,-0.02832,1.00000,0.24414,-0.27466,0.03052,11502
27.36,0.08740,-0.02832,1.00000,0.21362,-0.27466,0.00000,11508
27.35,0.08643,-0.02734,0.99951,0.03052,-0.15259,-0.06104,11513
27.35,0.08643,-0.02734,0.99951,0.06104,-0.27466,-0.09155,11519
27.34,0.08594,-0.02734,0.99902,0.03052,-0.27466,-0.12207,11524
27.30,0.08594,-0.02734,0.99902,-0.03052,-0.30518,-0.09155,11530
27.30,0.08643,-0.02881,0.99902,-0.03052,-0.21362,-0.12207,11535
27.31,0.08643,-0.02881,1.00000,0.18311,-0.27466,0.06104,11541
27.31,0.08643,-0.02881,1.00000,0.06104,-0.33569,0.06104,11547
27.32,0.08691,-0.02832,1.00098,0.03052,-0.21362,-0.09155,11552
27.32,0.08691,-0.02832,1.00098,0.09155,-0.27466,-0.18311,11558
27.31,0.08691,-0.02783,1.00098,0.06104,-0.24414,-0.09155,11563
27.31,0.08691,-0.02783,1.00098,0.06104,-0.24414,-0.18311,11569
27.33,0.08594,-0.02734,1.00000,0.03052,-0.36621,-0.09155,11574
27.34,0.08594,-0.02734,1.00000,0.00000,-0.27466,-0.12207,11580
27.34,0.08594,-0.02734,1.00000,0.00000,-0.21362,-0.03052,11585
27.33,0.08594,-0.02783,1.00000,0.12207,-0.27466,-0.09155,11591
27.33,0.08594,-0.02783,1.00000,-0.03052,-0.18311,-0.18311,11596
27.35,0.08643,-0.02832,1.00000,0.12207,-0.24414,-0.09155,11602
27.35,0.08643,-0.02832,1.00000,0.09155,-0.27466,-0.06104,11608
27.35,0.08594,-0.02881,1.00000,0.06104,-0.30518,-0.12207,11613
27.35,0.08594,-0.02881,1.00000,0.15259,-0.27466,-0.15259,11619
27.30,0.08594,-0.02832,1.00000,0.09155,-0.21362,-0.09155,11624
27.35,0.08594,-0.02832,1.00000,0.09155,-0.24414,-0.12207,11630
27.35,0.08643,-0.02783,1.00049,0.03052,-0.24414,-0.06104,11635
27.34,0.08691,-0.02783,1.00049,0.15259,-0.36621,-0.06104,11641
27.34,0.08691,-0.02783,1.00049,0.09155,-0.30518,-0.09155,11646
27.33,0.08740,-0.02832,0.99902,0.00000,-0.27466,-0.12207,11652
27.33,0.08740,-0.02832,0.99902,0.00000,-0.18311,-0.03052,11658
27.33,0.08691,-0.02930,0.99854,0.03052,-0.30518,-0.12207,11663
27.33,0.08691,-0.02930,0.99854,0.09155,-0.33569,-0.06104,11669
27.33,0.08643,-0.02979,0.99951,-0.06104,-0.18311,-0.09155,11674
27.33,0.08643,-0.02979,0.99951,0.03052,-0.24414,-0.06104,11680
27.33,0.08643,-0.02930,1.00000,0.06104,-0.30518,-0.18311,11685
27.36,0.08643,-0.02832,1.00049,0.12207,-0.24414,0.03052,11691
27.36,0.08643,-0.02832,1.00049,0.03052,-0.18311,0.00000,11696
27.33,0.08643,-0.02734,1.00049,0.09155,-0.33569,-0.03052,11702
27.33,0.08643,-0.02734,1.00049,0.15259,-0.39673,-0.06104,11707
27.32,0.08643,-0.02783,1.00000,0.12207,-0.27466,-0.12207,11713
27.35,0.08643,-0.02783,1.00000,0.00000,-0.30518,-0.06104,11719
27.35,0.08594,-0.02832,0.99951,0.03052,-0.27466,0.00000,11724
27.32,0.08594,-0.02832,0.99951,0.03052,-0.18311,-0.03052,11730
27.32,0.08594,-0.02832,0.99951,0.12207,-0.36621,-0.03052,11735
27.34,0.08594,-0.02832,0.99951,0.12207,-0.39673,0.00000,11741
27.34,0.08594,-0.02832,0.99951,0.03052,-0.42725,0.00000,11746
27.34,0.08643,-0.02832,0.99902,0.00000,-0.30518,0.00000,11752
27.34,0.08643,-0.02832,0.99902,-0.06104,-0.33569,-0.09155,11757
27.35,0.08740,-0.02832,0.99951,0.12207,-0.27466,-0.06104,11763
27.33,0.08740,-0.02832,0.99951,0.09155,-0.33569,-0.06104,11768
27.33,0.08740,-0.02783,1.00000,-0.06104,-0.21362,-0.15259,11774
27.37,0.08740,-0.02783,1.00000,-0.09155,-0.15259,-0.18311,11779
27.37,0.08789,-0.02783,1.00049,0.12207,-0.30518,0.00000,11785
27.34,0.08789,-0.02832,1.00098,0.03052,-0.39673,-0.12207,11791
27.34,0.08789,-0.02832,1.00098,0.03052,-0.33569,-0.06104,11796
27.34,0.08789,-0.02881,1.00049,0.09155,-0.12207,0.03052,11802
27.34,0.08789,-0.02881,1.00049,0.00000,-0.18311,-0.15259,11807
27.33,0.08740,-0.02881,1.00000,0.00000,-0.15259,-0.18311,11813
27.31,0.08740,-0.02881,1.00000,-0.03052,-0.27466,-0.18311,11818
27.31,0.08643,-0.02881,1.00000,0.09155,-0.27466,-0.12207,11824
27.33,0.08643,-0.02881,1.00000,0.09155,-0.27466,-0.06104,11829
27.33,0.08545,-0.02930,1.00000,0.06104,-0.21362,-0.03052,11835
27.35,0.08594,-0.02930,1.00000,0.03052,-0.27466,-0.09155,11841
27.35,0.08594,-0.02930,1.00000,0.09155,-0.27466,-0.06104,11846
27.32,0.08643,-0.02881,1.00000,0.03052,-0.27466,-0.06104,11852
27.32,0.08643,-0.02881,1.00000,-0.03052,-0.24414,-0.15259,11857
27.36,0.08740,-0.02783,1.00049,0.00000,-0.24414,-0.12207,11863
27.35,0.08740,-0.02783,1.00049,0.09155,-0.21362,0.00000,11868
27.35,0.08691,-0.02783,1.00000,0.09155,-0.30518,0.06104,11874
27.34,0.08691,-0.02783,0.99951,0.09155,-0.27466,-0.03052,11879
27.34,0.08691,-0.02783,0.99951,0.03052,-0.33569,-0.06104,11885
27.32,0.08643,-0.02832,1.00000,-0.03052,-0.33569,0.03052,11890
27.32,0.08643,-0.02832,1.00000,-0.03052,-0.27466,-0.03052,11896
27.36,0.08545,-0.02832,1.00098,0.09155,-0.30518,0.00000,11902
27.36,0.08545,-0.02832,1.00098,0.06104,-0.30518,-0.12207,11907
27.36,0.08496,-0.02832,1.00098,0.06104,-0.30518,-0.03052,11913
27.36,0.08496,-0.02832,1.00098,0.03052,-0.24414,0.00000,11918
27.36,0.08545,-0.02832,1.00000,0.03052,-0.21362,-0.06104,11924
27.33,0.08643,-0.02783,1.00000,0.03052,-0.24414,-0.09155,11929
27.33,0.08643,-0.02783,1.00000,0.06104,-0.24414,-0.06104,11935
27.37,0.08643,-0.02783,1.00000,0.12207,-0.30518,-0.18311,11940
27.37,0.08643,-0.02783,1.00000,0.09155,-0.27466,-0.06104,11946
27.36,0.08643,-0.02832,1.00000,0.06104,-0.24414,-0.09155,11951
27.36,0.08643,-0.02832,1.00000,0.03052,-0.33569,-0.03052,11957
27.39,0.08643,-0.02930,0.99951,-0.03052,-0.36621,0.03052,11963
27.36,0.08643,-0.02930,0.99951,0.03052,-0.24414,-0.09155,11968
27.36,0.08594,-0.02881,0.99902,0.12207,-0.09155,-0.18311,11974
27.36,0.08643,-0.02832,0.99902,0.09155,-0.30518,-0.09155,11979
27.36,0.08643,-0.02832,0.99902,0.00000,-0.30518,-0.12207,11985
27.38,0.08691,-0.02881,0.99902,0.00000,-0.24414,-0.15259,11990
27.38,0.08691,-0.02881,0.99902,0.06104,-0.33569,-0.06104,11996
27.33,0.08740,-0.02930,0.99951,0.09155,-0.30518,0.00000,12001
27.33,0.08740,-0.02930,0.99951,0.00000,-0.24414,-0.15259,12007
27.33,0.08691,-0.02881,1.00000,0.03052,-0.27466,-0.09155,12012
27.36,0.08691,-0.02881,1.00000,0.09155,-0.33569,0.09155,12018
27.36,0.08594,-0.02881,0.99951,0.03052,-0.27466,0.00000,12023
27.31,0.08594,-0.02881,0.99902,-0.06104,-0.36621,-0.09155,12029
27.31,0.08594,-0.02881,0.99902,0.03052,-0.27466,-0.03052,12035
27.34,0.08691,-0.02832,0.99902,0.06104,-0.12207,-0.09155,12040
27.34,0.08691,-0.02832,0.99902,0.03052,-0.21362,-0.09155,12046
27.35,0.08691,-0.02832,0.99902,0.09155,-0.30518,0.03052,12051
27.35,0.08691,-0.02832,0.99902,-0.03052,-0.15259,-0.06104,12057
27.37,0.08643,-0.02930,0.99854,0.03052,-0.24414,-0.12207,12062
27.34,0.08643,-0.02930,0.99854,0.03052,-0.30518,-0.15259,12068
27.34,0.08594,-0.02930,0.99854,0.00000,-0.24414,-0.15259,12073
27.32,0.08643,-0.02930,0.99854,0.09155,-0.36621,0.00000,12079
