TIME,TEMP,ACCX,ACCY,ACCZ,GYROX,GYROY,GYROZ
1233004448,27.0859375,0.08154296875,0.00146484375,1.00048828125,-0.030517578125,-0.274658203125,-0.1220703125
1233004528,27.0859375,0.08154296875,0.00146484375,1.00048828125,-0.06103515625,-0.274658203125,-0.1220703125
1233004592,27.080078125,0.08056640625,0.00146484375,1.0009765625,-0.06103515625,-0.30517578125,-0.091552734375
1233004656,27.080078125,0.08056640625,0.00146484375,1.0009765625,0.030517578125,-0.274658203125,-0.030517578125
1233004720,27.099609375,0.0810546875,0.001953125,1.00048828125,0.030517578125,-0.244140625,-0.091552734375
1233004784,27.099609375,0.0810546875,0.001953125,1.00048828125,0.030517578125,-0.213623046875,-0.091552734375
1233004848,27.06640625,0.0810546875,0.001953125,1.00048828125,0.091552734375,-0.274658203125,-0.030517578125
1233004928,27.06640625,0.08154296875,0.0029296875,0.99951171875,0.06103515625,-0.152587890625,-0.152587890625
1233004992,27.06640625,0.08154296875,0.0029296875,0.99951171875,0.030517578125,-0.213623046875,-0.18310546875
1233005056,27.052734375,0.08251953125,0.0029296875,1.0,-0.030517578125,-0.244140625,-0.1220703125
1233005120,27.052734375,0.08251953125,0.0029296875,1.0,0.091552734375,-0.213623046875,-0.06103515625
1233005216,27.083984375,0.08251953125,0.00244140625,1.0009765625,0.1220703125,-0.244140625,-0.091552734375
1233005280,27.083984375,0.08251953125,0.00244140625,1.0009765625,0.030517578125,-0.244140625,-0.152587890625
1233005344,27.037109375,0.08251953125,0.00244140625,1.0009765625,0.0,-0.18310546875,-0.1220703125
1233005408,27.037109375,0.08203125,0.001953125,1.001953125,0.06103515625,-0.18310546875,-0.274658203125
1233005472,27.037109375,0.08203125,0.001953125,1.001953125,0.0,-0.18310546875,-0.152587890625
1233005536,27.044921875,0.0810546875,0.00146484375,1.001953125,0.0,-0.18310546875,-0.091552734375
1233005616,27.044921875,0.0810546875,0.00146484375,1.001953125,-0.030517578125,-0.152587890625,-0.06103515625
1233005680,27.078125,0.08056640625,0.001953125,1.001953125,0.0,-0.152587890625,-0.091552734375
1233005744,27.078125,0.08056640625,0.001953125,1.001953125,-0.06103515625,-0.152587890625,-0.1220703125
1233005808,27.03125,0.08056640625,0.001953125,1.001953125,-0.091552734375,-0.244140625,-0.091552734375
1233005904,27.03125,0.08056640625,0.00146484375,1.0009765625,0.030517578125,-0.335693359375,-0.06103515625
1233005968,27.048828125,0.08056640625,0.00146484375,1.0009765625,0.0,-0.274658203125,-0.06103515625
1233006032,27.048828125,0.08154296875,0.001953125,1.0,-0.06103515625,-0.274658203125,-0.06103515625
1233006096,27.048828125,0.08154296875,0.001953125,1.0,-0.06103515625,-0.213623046875,-0.06103515625
1233006176,27.06640625,0.08203125,0.00244140625,0.9990234375,0.030517578125,-0.244140625,-0.06103515625
1233006240,27.06640625,0.08203125,0.00244140625,0.9990234375,0.06103515625,-0.335693359375,0.06103515625
1233006304,27.03125,0.08203125,0.00244140625,0.9990234375,0.030517578125,-0.30517578125,0.0
1233006368,27.03125,0.08154296875,0.00146484375,0.99951171875,0.06103515625,-0.274658203125,-0.030517578125
1233006432,27.03125,0.08154296875,0.00146484375,0.99951171875,0.030517578125,-0.30517578125,-0.06103515625
1233006512,27.05078125,0.08154296875,0.001953125,1.00048828125,0.030517578125,-0.30517578125,-0.06103515625
1233006592,27.05078125,0.08154296875,0.001953125,1.00048828125,0.0,-0.213623046875,-0.1220703125
1233006656,27.052734375,0.08154296875,0.001953125,1.00146484375,0.0,-0.213623046875,-0.152587890625
1233006720,27.052734375,0.08154296875,0.001953125,1.00146484375,0.0,-0.213623046875,-0.152587890625
1233006784,27.0703125,0.0810546875,0.00244140625,1.001953125,0.030517578125,-0.213623046875,-0.1220703125
1233006848,27.0703125,0.0810546875,0.00244140625,1.001953125,0.0,-0.274658203125,-0.1220703125
1233006928,27.037109375,0.0810546875,0.00244140625,1.001953125,0.030517578125,-0.274658203125,-0.18310546875
1233006992,27.037109375,0.0810546875,0.0029296875,1.0009765625,0.091552734375,-0.30517578125,-0.091552734375
1233007056,27.037109375,0.0810546875,0.0029296875,1.0009765625,0.1220703125,-0.30517578125,-0.091552734375
1233007120,27.041015625,0.0810546875,0.00244140625,1.0009765625,0.1220703125,-0.244140625,-0.091552734375
1233007200,27.041015625,0.0810546875,0.00244140625,1.0009765625,-0.030517578125,-0.244140625,-0.091552734375
1233007280,27.068359375,0.08154296875,0.001953125,1.00048828125,0.030517578125,-0.274658203125,-0.152587890625
1233007344,27.068359375,0.08154296875,0.001953125,1.00048828125,0.030517578125,-0.244140625,-0.06103515625
1233007408,27.0546875,0.08154296875,0.001953125,1.00048828125,0.030517578125,-0.30517578125,-0.06103515625
1233007488,27.0546875,0.08203125,0.001953125,1.0,0.0,-0.335693359375,-0.152587890625
1233007552,27.0546875,0.08203125,0.001953125,1.0,0.0,-0.30517578125,-0.091552734375
1233007616,27.052734375,0.08251953125,0.001953125,1.0,0.091552734375,-0.274658203125,-0.06103515625
1233007680,27.052734375,0.08251953125,0.001953125,1.0,0.091552734375,-0.244140625,-0.091552734375
1233007744,27.080078125,0.08203125,0.001953125,1.00048828125,0.030517578125,-0.274658203125,-0.030517578125
1233007808,27.080078125,0.08203125,0.001953125,1.00048828125,-0.030517578125,-0.213623046875,-0.06103515625
1233007888,27.083984375,0.08203125,0.001953125,1.00048828125,-0.030517578125,-0.1220703125,-0.091552734375
1233007968,27.083984375,0.08203125,0.001953125,1.0009765625,0.0,-0.18310546875,-0.091552734375
1233008032,27.033203125,0.08203125,0.001953125,1.0009765625,-0.030517578125,-0.335693359375,-0.152587890625
1233008112,27.033203125,0.08203125,0.00146484375,1.0009765625,-0.06103515625,-0.274658203125,-0.091552734375
1233008176,27.033203125,0.08203125,0.00146484375,1.0009765625,0.0,-0.244140625,-0.06103515625
1233008240,27.056640625,0.0810546875,0.0009765625,1.0009765625,0.06103515625,-0.3662109375,-0.091552734375
1233008304,27.056640625,0.0810546875,0.0009765625,1.0009765625,0.030517578125,-0.152587890625,-0.1220703125
1233008368,27.0546875,0.0810546875,0.0009765625,1.0009765625,0.06103515625,-0.1220703125,-0.091552734375
1233008432,27.0546875,0.08154296875,0.00146484375,1.0009765625,-0.030517578125,-0.30517578125,-0.091552734375
1233008496,27.0546875,0.08154296875,0.00146484375,1.0009765625,0.0,-0.244140625,-0.06103515625
1233008576,27.052734375,0.08251953125,0.00244140625,1.00048828125,0.030517578125,-0.213623046875,0.0
1233008656,27.052734375,0.08251953125,0.00244140625,1.00048828125,-0.030517578125,-0.18310546875,-0.1220703125
1233008736,27.0390625,0.08251953125,0.00244140625,1.00048828125,0.030517578125,-0.152587890625,-0.152587890625
1233008800,27.0390625,0.08251953125,0.00244140625,1.00048828125,0.030517578125,-0.18310546875,-0.244140625
1233008864,27.064453125,0.08203125,0.00146484375,1.0009765625,0.06103515625,-0.274658203125,-0.244140625
1233008928,27.064453125,0.08203125,0.00146484375,1.0009765625,0.030517578125,-0.274658203125,-0.213623046875
1233008992,27.080078125,0.08203125,0.00146484375,1.0009765625,0.030517578125,-0.3662109375,-0.152587890625
1233009056,27.080078125,0.08203125,0.00146484375,1.00146484375,-0.030517578125,-0.244140625,-0.1220703125
1233009120,27.080078125,0.08203125,0.00146484375,1.00146484375,0.0,-0.18310546875,-0.1220703125
1233009200,27.044921875,0.08203125,0.00146484375,1.0009765625,0.030517578125,-0.274658203125,-0.18310546875
1233009264,27.044921875,0.08203125,0.00146484375,1.0009765625,0.0,-0.3662109375,-0.030517578125
1233009344,27.052734375,0.08203125,0.001953125,1.00048828125,-0.030517578125,-0.213623046875,-0.1220703125
1233009424,27.052734375,0.08203125,0.001953125,1.00048828125,0.06103515625,-0.18310546875,-0.18310546875
1233009488,27.048828125,0.08203125,0.001953125,1.00048828125,0.030517578125,-0.213623046875,-0.152587890625
1233009552,27.048828125,0.08154296875,0.00146484375,1.0,0.0,-0.213623046875,-0.06103515625
1233009616,27.048828125,0.08154296875,0.00146484375,1.0,0.0,-0.274658203125,-0.091552734375
1233009680,27.048828125,0.08154296875,0.001953125,1.0,-0.030517578125,-0.274658203125,-0.1220703125
1233009744,27.048828125,0.08154296875,0.001953125,1.0,-0.030517578125,-0.244140625,-0.06103515625
1233009808,27.0625,0.08251953125,0.0029296875,1.00048828125,0.06103515625,-0.18310546875,-0.152587890625
1233009888,27.0625,0.08251953125,0.0029296875,1.00048828125,0.06103515625,-0.1220703125,-0.152587890625
1233009952,27.037109375,0.08251953125,0.0029296875,1.00048828125,0.0,-0.213623046875,-0.06103515625
1233010032,27.037109375,0.08203125,0.00341796875,1.00146484375,0.0,-0.274658203125,-0.06103515625
1233010112,27.037109375,0.08203125,0.00341796875,1.00146484375,-0.06103515625,-0.213623046875,-0.18310546875
1233010176,27.037109375,0.08154296875,0.001953125,1.00146484375,-0.030517578125,-0.152587890625,-0.1220703125
1233010240,27.037109375,0.08154296875,0.001953125,1.00146484375,0.0,-0.213623046875,-0.06103515625
1233010304,27.044921875,0.08203125,0.0009765625,1.0009765625,-0.091552734375,-0.244140625,0.06103515625
1233010368,27.044921875,0.08203125,0.0009765625,1.0009765625,0.0,-0.213623046875,-0.152587890625
1233010432,27.044921875,0.08203125,0.0009765625,1.0009765625,0.0,-0.244140625,-0.213623046875
1233010496,27.044921875,0.08203125,0.0009765625,1.0009765625,0.06103515625,-0.152587890625,-0.152587890625
1233010576,27.044921875,0.08203125,0.0009765625,1.0009765625,0.1220703125,-0.18310546875,-0.152587890625
1233010640,27.064453125,0.0810546875,0.0009765625,1.00048828125,0.0,-0.213623046875,-0.091552734375
1233010736,27.064453125,0.0810546875,0.0009765625,1.00048828125,-0.030517578125,-0.18310546875,-0.091552734375
1233010800,27.044921875,0.08056640625,0.001953125,1.0009765625,0.06103515625,-0.30517578125,-0.152587890625
1233010880,27.044921875,0.08056640625,0.001953125,1.0009765625,0.1220703125,-0.213623046875,-0.152587890625
1233010960,27.05078125,0.0810546875,0.0029296875,1.0009765625,0.030517578125,-0.30517578125,0.0
1233011024,27.05078125,0.0810546875,0.0029296875,1.0009765625,0.030517578125,-0.30517578125,-0.030517578125
1233011088,27.02734375,0.0810546875,0.0029296875,1.00048828125,0.0,-0.18310546875,-0.152587890625
1233011152,27.02734375,0.0810546875,0.0029296875,1.00048828125,0.0,-0.18310546875,-0.1220703125
1233011232,27.052734375,0.0810546875,0.0029296875,1.00048828125,0.0,-0.274658203125,-0.06103515625
1233011296,27.052734375,0.08154296875,0.0029296875,1.0,0.030517578125,-0.30517578125,-0.152587890625
1233011360,27.052734375,0.08154296875,0.0029296875,1.0,0.06103515625,-0.30517578125,-0.18310546875
1233011440,27.025390625,0.08154296875,0.001953125,0.99951171875,-0.030517578125,-0.18310546875,-0.1220703125
1233011520,27.025390625,0.08154296875,0.001953125,0.99951171875,0.0,-0.213623046875,-0.091552734375
1233011584,27.044921875,0.0810546875,0.00146484375,1.0,0.030517578125,-0.18310546875,-0.091552734375
1233011648,27.044921875,0.0810546875,0.00146484375,1.0,0.030517578125,-0.244140625,-0.1220703125
1233011712,27.08203125,0.0810546875,0.00146484375,1.0,0.030517578125,-0.274658203125,-0.091552734375
1233011776,27.08203125,0.08056640625,0.001953125,1.00048828125,0.06103515625,-0.18310546875,-0.06103515625
1233011840,27.08203125,0.08056640625,0.001953125,1.00048828125,-0.030517578125,-0.213623046875,-0.030517578125
1233011904,27.076171875,0.08056640625,0.00244140625,0.99951171875,-0.06103515625,-0.244140625,-0.06103515625
1233011984,27.076171875,0.08056640625,0.00244140625,0.99951171875,0.091552734375,-0.244140625,-0.030517578125
1233012048,27.0625,0.08154296875,0.00244140625,0.9990234375,0.0,-0.213623046875,-0.091552734375
1233012128,27.0625,0.08154296875,0.00244140625,0.9990234375,0.0,-0.18310546875,-0.1220703125
1233012208,27.060546875,0.08203125,0.001953125,0.9990234375,0.0,-0.213623046875,-0.152587890625
1233012272,27.060546875,0.08203125,0.001953125,0.9990234375,0.0,-0.213623046875,-0.18310546875
1233012336,27.0234375,0.08203125,0.001953125,0.9990234375,0.0,-0.18310546875,-0.091552734375
1233012400,27.0234375,0.08203125,0.0009765625,1.00048828125,0.06103515625,-0.18310546875,-0.06103515625
1233012464,27.0234375,0.08203125,0.0009765625,1.00048828125,0.06103515625,-0.244140625,-0.091552734375
1233012528,27.05859375,0.08154296875,0.00048828125,1.00146484375,-0.030517578125,-0.18310546875,-0.1220703125
